Дата,Год,Месяц,День,48-1 (0),"48-1 (0,5)",48-1 (1),"48-1 (1,5)",48-1 (2),"48-1 (2,5)",48-1 (3),"48-1 (3,5)",48-1 (4),"48-1 (4,5)",48-1 (5),48-1 (6),48-1 (7),48-1 (8),48-1 (9),48-1 (10),48-1 (11),48-Воздух (0)
2023-04-26,2023,4,26,-3.72,-5.15,-6.41,-6.88,-6.9,-6.68,-6.46,-6.11,-5.96,-5.85,-5.77,-5.45,-5.14,-4.63,-3.95,-3.2,-2.53,-1.49
2023-04-27,2023,4,27,-3.86,-5.04,-6.17,-6.67,-6.76,-6.56,-6.46,-6.1,-5.91,-5.8,-5.72,-5.45,-5.11,-4.63,-3.93,-3.2,-2.56,-3.31
2023-04-28,2023,4,28,-4.45,-5.02,-5.97,-6.46,-6.62,-6.46,-6.29,-6.07,-5.9,-5.78,-5.7,-5.4,-5.08,-4.59,-3.91,-3.2,-2.55,-3.85
2023-04-29,2023,4,29,-4.47,-5.08,-5.82,-6.28,-6.49,-6.38,-6.33,-6.03,-5.87,-5.75,-5.66,-5.39,-5.07,-4.58,-3.91,-3.18,-2.57,-3.53
2023-04-30,2023,4,30,-4.83,-5.1,-5.73,-6.12,-6.35,-6.34,-6.35,-5.99,-5.83,-5.71,-5.62,-5.35,-5.02,-4.55,-3.89,-3.17,-2.58,-3.43
2023-05-01,2023,5,1,-4.33,-5.09,-5.65,-6.0,-6.24,-6.26,-6.17,-5.95,-5.79,-5.67,-5.58,-5.32,-5.01,-4.52,-3.87,-3.17,-2.55,-1.45
2023-05-02,2023,5,2,-2.88,-4.86,-5.57,-5.88,-6.12,-6.14,-6.08,-5.91,-5.77,-5.64,-5.57,-5.29,-4.96,-4.5,-3.85,-3.16,-2.57,2.28
2023-05-03,2023,5,3,-1.31,-4.35,-5.43,-5.78,-6.02,-6.08,-6.05,-5.85,-5.72,-5.6,-5.52,-5.26,-4.96,-4.47,-3.82,-3.15,-2.56,5.05
2023-05-04,2023,5,4,-0.13,-3.59,-5.17,-5.66,-5.93,-6.02,-6.06,-5.8,-5.65,-5.56,-5.47,-5.21,-4.91,-4.45,-3.81,-3.14,-2.56,2.28
2023-05-05,2023,5,5,-0.05,-2.75,-4.86,-5.5,-5.83,-5.95,-5.98,-5.75,-5.66,-5.53,-5.46,-5.2,-4.89,-4.43,-3.8,-3.11,-2.54,2.95
2023-05-06,2023,5,6,-0.08,-2.41,-4.55,-5.3,-5.7,-5.84,-6.27,-5.7,-5.58,-5.48,-5.42,-5.14,-4.83,-4.39,-3.77,-3.11,-2.51,0.01
2023-05-07,2023,5,7,-0.91,-2.27,-4.27,-5.11,-5.58,-5.76,-5.85,-5.63,-5.56,-5.44,-5.39,-5.12,-4.83,-4.37,-3.75,-3.1,-2.51,-4.77
2023-05-08,2023,5,8,-3.37,-2.78,-4.09,-4.91,-5.44,-5.69,-5.77,-5.58,-5.49,-5.41,-5.32,-5.08,-4.78,-4.33,-3.72,-3.07,-2.51,-5.66
2023-05-09,2023,5,9,-3.21,-3.45,-4.12,-4.77,-5.31,-5.58,-5.65,-5.51,-5.47,-5.35,-5.29,-5.05,-4.76,-4.32,-3.69,-3.05,-2.51,-0.05
2023-05-10,2023,5,10,-2.27,-3.45,-4.13,-4.69,-5.2,-5.51,-5.66,-5.47,-5.38,-5.3,-5.25,-5.01,-4.71,-4.27,-3.69,-3.05,-2.51,-0.01
2023-05-11,2023,5,11,-2.94,-3.46,-4.12,-4.64,-5.1,-5.44,-5.68,-5.4,-5.33,-5.26,-5.22,-4.96,-4.67,-4.26,-3.65,-3.05,-2.5,-0.09
2023-05-12,2023,5,12,-3.1,-3.43,-4.08,-4.56,-5.03,-5.35,-5.47,-5.36,-5.34,-5.22,-5.15,-4.93,-4.64,-4.21,-3.62,-3.03,-2.38,-0.18
2023-05-13,2023,5,13,-2.82,-3.48,-4.05,-4.5,-4.94,-5.31,-5.63,-5.3,-5.25,-5.17,-5.13,-4.89,-4.59,-4.2,-3.62,-3.01,-2.43,-0.25
2023-05-14,2023,5,14,-2.53,-3.35,-4.01,-4.44,-4.87,-5.2,-5.51,-5.24,-5.2,-5.13,-5.09,-4.86,-4.58,-4.17,-3.6,-2.98,-2.46,0.04
2023-05-15,2023,5,15,-1.74,-3.15,-3.94,-4.38,-4.81,-5.15,-5.32,-5.18,-5.1,-5.09,-5.06,-4.82,-4.55,-4.14,-3.57,-2.98,-2.43,2.43
2023-05-16,2023,5,16,-1.29,-2.78,-3.82,-4.3,-4.75,-5.12,-5.37,-5.12,-5.08,-5.03,-5.0,-4.78,-4.49,-4.11,-3.56,-2.95,-2.41,1.77
2023-05-17,2023,5,17,-1.13,-2.55,-3.67,-4.23,-4.67,-5.0,-5.19,-5.06,-5.0,-4.98,-4.96,-4.77,-4.48,-4.08,-3.53,-2.94,-2.41,4.39
2023-05-18,2023,5,18,-0.32,-2.27,-3.53,-4.12,-4.6,-5.01,-5.23,-5.01,-4.98,-4.94,-4.87,-4.7,-4.44,-4.05,-3.5,-2.93,-2.4,9.89
2023-05-19,2023,5,19,0.61,-1.83,-3.4,-4.03,-4.53,-4.89,-5.11,-4.96,-4.98,-4.89,-4.86,-4.67,-4.42,-4.02,-3.5,-2.92,-2.4,12.27
2023-05-20,2023,5,20,1.42,-1.51,-3.19,-3.91,-4.44,-4.86,-5.12,-4.91,-4.93,-4.84,-4.8,-4.63,-4.36,-4.0,-3.46,-2.91,-2.37,6.51
2023-05-21,2023,5,21,1.11,-1.32,-3.0,-3.78,-4.35,-4.77,-4.95,-4.86,-4.89,-4.81,-4.8,-4.58,-4.33,-3.95,-3.43,-2.89,-2.36,6.41
2023-05-22,2023,5,22,2.25,-1.16,-2.8,-3.64,-4.26,-4.74,-5.04,-4.81,-4.82,-4.77,-4.68,-4.57,-4.3,-3.94,-3.42,-2.86,-2.35,11.48
2023-05-23,2023,5,23,3.63,-1.01,-2.63,-3.5,-4.17,-4.65,-5.12,-4.76,-4.78,-4.73,-4.65,-4.52,-4.25,-3.89,-3.4,-2.85,-2.33,10.28
2023-05-24,2023,5,24,3.45,-0.9,-2.48,-3.36,-4.04,-4.56,-4.87,-4.71,-4.72,-4.68,-4.62,-4.47,-4.22,-3.88,-3.37,-2.83,-2.33,11.75
2023-05-25,2023,5,25,4.94,-0.74,-2.34,-3.23,-3.96,-4.45,-4.57,-4.65,-4.7,-4.63,-4.59,-4.44,-4.21,-3.83,-3.36,-2.8,-2.33,14.26
2023-05-26,2023,5,26,7.69,-0.39,-2.2,-3.09,-3.85,-4.34,-4.69,-4.61,-4.63,-4.58,-4.56,-4.4,-4.17,-3.84,-3.31,-2.79,-2.33,18.67
2023-05-27,2023,5,27,9.34,0.05,-2.03,-2.98,-3.74,-4.27,-4.64,-4.57,-4.59,-4.56,-4.53,-4.36,-4.14,-3.79,-3.31,-2.79,-2.33,15.88
2023-05-28,2023,5,28,6.3,0.38,-1.86,-2.84,-3.65,-4.3,-4.69,-4.5,-4.53,-4.52,-4.5,-4.32,-4.09,-3.76,-3.29,-2.76,-2.28,8.74
2023-05-29,2023,5,29,5.56,0.57,-1.68,-2.71,-3.55,-4.12,-4.46,-4.45,-4.51,-4.46,-4.46,-4.3,-4.07,-3.73,-3.25,-2.74,-2.31,9.61
2023-05-30,2023,5,30,7.09,1.01,-1.51,-2.57,-3.44,-4.15,-4.55,-4.39,-4.45,-4.41,-4.42,-4.25,-4.04,-3.71,-3.24,-2.73,-2.24,11.53
2023-05-31,2023,5,31,7.39,1.5,-1.37,-2.43,-3.34,-3.85,-4.36,-4.34,-4.41,-4.39,-4.42,-4.21,-4.0,-3.69,-3.2,-2.72,-2.3,13.87
2023-06-01,2023,6,1,8.7,2.11,-1.22,-2.31,-3.22,-3.87,-4.37,-4.29,-4.37,-4.34,-4.38,-4.18,-3.98,-3.64,-3.19,-2.67,-2.25,11.7
2023-06-02,2023,6,2,8.59,2.59,-1.07,-2.2,-3.12,-3.74,-4.23,-4.22,-4.31,-4.28,-4.33,-4.14,-3.95,-3.62,-3.17,-2.67,-2.27,14.04
2023-06-03,2023,6,3,8.86,2.92,-0.93,-2.07,-3.02,-3.74,-4.15,-4.15,-4.27,-4.26,-4.3,-4.11,-3.91,-3.57,-3.13,-2.66,-2.23,16.41
2023-06-04,2023,6,4,8.78,3.32,-0.79,-1.96,-2.92,-3.68,-4.03,-4.09,-4.22,-4.2,-4.24,-4.07,-3.88,-3.58,-3.12,-2.65,-2.23,13.94
2023-06-05,2023,6,5,8.7,3.67,-0.67,-1.85,-2.83,-3.62,-3.93,-4.06,-4.19,-4.17,-4.2,-4.05,-3.81,-3.52,-3.11,-2.61,-2.21,11.96
2023-06-06,2023,6,6,8.74,3.68,-0.48,-1.73,-2.73,-3.56,-3.78,-4.02,-4.14,-4.13,-4.17,-4.0,-3.76,-3.5,-3.05,-2.61,-2.18,14.63
2023-06-07,2023,6,7,8.65,3.98,-0.3,-1.61,-2.63,-3.46,-4.0,-3.95,-4.08,-4.07,-4.12,-3.96,-3.8,-3.46,-3.05,-2.59,-2.17,12.45
2023-06-08,2023,6,8,7.0,3.98,-0.22,-1.51,-2.55,-3.39,-4.04,-3.9,-4.02,-4.03,-4.08,-3.94,-3.79,-3.46,-3.03,-2.57,-2.17,8.94
2023-06-09,2023,6,9,5.98,3.59,-0.1,-1.41,-2.46,-3.31,-3.74,-3.84,-4.0,-4.0,-4.04,-3.88,-3.72,-3.42,-3.01,-2.54,-2.14,9.0
2023-06-10,2023,6,10,6.95,3.38,-0.01,-1.32,-2.37,-3.24,-3.77,-3.79,-3.95,-3.95,-4.01,-3.87,-3.69,-3.39,-2.98,-2.53,-2.14,11.56
2023-06-11,2023,6,11,7.52,3.7,0.08,-1.22,-2.27,-3.16,-3.7,-3.73,-3.89,-3.9,-3.97,-3.82,-3.67,-3.38,-2.96,-2.53,-2.13,9.26
2023-06-12,2023,6,12,5.43,3.64,0.17,-1.15,-2.2,-3.08,-3.67,-3.67,-3.85,-3.86,-3.93,-3.78,-3.62,-3.32,-2.93,-2.51,-2.13,6.27
2023-06-13,2023,6,13,5.16,3.19,0.25,-1.09,-2.13,-3.01,-3.63,-3.64,-3.81,-3.83,-3.89,-3.75,-3.58,-3.32,-2.92,-2.48,-2.11,8.13
2023-06-14,2023,6,14,6.05,3.13,0.29,-1.01,-2.06,-2.94,-3.57,-3.57,-3.75,-3.77,-3.85,-3.71,-3.54,-3.28,-2.9,-2.47,-2.1,8.43
2023-06-15,2023,6,15,5.22,3.12,0.34,-0.94,-1.98,-2.89,-3.4,-3.51,-3.71,-3.73,-3.81,-3.69,-3.51,-3.26,-2.86,-2.44,-2.08,7.59
2023-06-16,2023,6,16,5.01,3.07,0.4,-0.9,-1.93,-2.83,-3.5,-3.46,-3.67,-3.69,-3.77,-3.66,-3.48,-3.23,-2.86,-2.42,-2.06,6.81
2023-06-17,2023,6,17,4.47,2.93,0.42,-0.85,-1.86,-2.77,-3.3,-3.41,-3.63,-3.64,-3.72,-3.61,-3.47,-3.19,-2.82,-2.42,-2.07,5.62
2023-06-18,2023,6,18,4.4,2.75,0.42,-0.81,-1.81,-2.68,-3.4,-3.35,-3.57,-3.6,-3.74,-3.57,-3.43,-3.19,-2.8,-2.41,-2.01,6.2
2023-06-19,2023,6,19,4.69,2.64,0.42,-0.75,-1.74,-2.61,-3.36,-3.28,-3.53,-3.57,-3.78,-3.55,-3.38,-3.15,-2.79,-2.37,-2.01,7.65
2023-06-20,2023,6,20,5.27,2.76,0.41,-0.73,-1.69,-2.58,-3.3,-3.26,-3.49,-3.52,-3.68,-3.51,-3.36,-3.14,-2.76,-2.35,-1.98,7.35
2023-06-21,2023,6,21,5.03,2.92,0.5,-0.68,-1.66,-2.54,-3.21,-3.2,-3.44,-3.48,-3.61,-3.5,-3.32,-3.09,-2.74,-2.35,-2.0,6.96
2023-06-22,2023,6,22,4.7,2.95,0.54,-0.66,-1.6,-2.46,-3.13,-3.14,-3.39,-3.44,-3.59,-3.43,-3.29,-3.06,-2.74,-2.35,-1.98,6.37
2023-06-23,2023,6,23,4.6,2.88,0.56,-0.63,-1.55,-2.4,-3.07,-3.1,-3.35,-3.39,-3.6,-3.4,-3.26,-3.05,-2.68,-2.31,-1.97,6.31
2023-06-24,2023,6,24,4.78,2.83,0.59,-0.61,-1.52,-2.37,-2.99,-3.06,-3.3,-3.35,-3.56,-3.37,-3.24,-3.01,-2.67,-2.29,-1.94,6.91
2023-06-25,2023,6,25,5.63,2.92,0.59,-0.56,-1.48,-2.33,-3.02,-3.02,-3.26,-3.31,-3.47,-3.33,-3.2,-3.0,-2.67,-2.29,-1.95,10.85
2023-06-26,2023,6,26,7.08,3.32,0.67,-0.55,-1.44,-2.3,-2.84,-2.96,-3.22,-3.26,-3.34,-3.31,-3.18,-2.96,-2.63,-2.28,-1.94,11.65
2023-06-27,2023,6,27,8.24,3.91,0.81,-0.52,-1.42,-2.23,-2.8,-2.92,-3.18,-3.22,-3.36,-3.26,-3.16,-2.95,-2.61,-2.24,-1.92,10.87
2023-06-28,2023,6,28,7.01,4.29,0.97,-0.49,-1.37,-2.21,-2.87,-2.89,-3.12,-3.19,-3.41,-3.24,-3.14,-2.91,-2.61,-2.23,-1.88,8.62
2023-06-29,2023,6,29,7.17,4.24,1.08,-0.48,-1.35,-2.17,-2.76,-2.83,-3.1,-3.14,-3.32,-3.18,-3.1,-2.9,-2.55,-2.23,-1.9,10.43
2023-06-30,2023,6,30,7.72,4.42,1.14,-0.44,-1.29,-2.15,-2.67,-2.78,-3.05,-3.12,-3.29,-3.17,-3.08,-2.87,-2.55,-2.2,-1.87,11.52
2023-07-01,2023,7,1,8.84,4.66,1.28,-0.42,-1.29,-2.07,-2.64,-2.76,-2.99,-3.07,-3.21,-3.12,-3.04,-2.84,-2.53,-2.17,-1.87,14.56
2023-07-02,2023,7,2,11.38,5.33,1.44,-0.4,-1.25,-2.07,-2.61,-2.71,-2.97,-3.03,-3.21,-3.1,-2.97,-2.82,-2.52,-2.17,-1.87,16.75
2023-07-03,2023,7,3,12.71,6.27,1.71,-0.37,-1.22,-2.01,-2.61,-2.67,-2.94,-3.0,-3.15,-3.06,-3.01,-2.78,-2.49,-2.14,-1.85,18.16
2023-07-04,2023,7,4,14.45,7.12,2.05,-0.35,-1.17,-2.02,-2.62,-2.63,-2.9,-2.96,-3.06,-3.05,-2.96,-2.75,-2.48,-2.13,-1.84,21.62
2023-07-05,2023,7,5,14.5,7.98,2.45,-0.29,-1.16,-2.02,-2.63,-2.57,-2.86,-2.93,-3.04,-2.99,-2.92,-2.77,-2.44,-2.1,-1.83,21.07
2023-07-06,2023,7,6,14.44,8.44,2.82,-0.27,-1.11,-2.0,-2.57,-2.54,-2.82,-2.88,-2.98,-2.97,-2.86,-2.73,-2.43,-2.1,-1.82,21.08
2023-07-07,2023,7,7,14.51,8.86,3.22,-0.21,-1.08,-1.94,-2.47,-2.5,-2.78,-2.83,-3.03,-2.93,-2.87,-2.66,-2.42,-2.1,-1.8,18.57
2023-07-08,2023,7,8,13.77,9.04,3.55,-0.15,-1.04,-1.89,-2.43,-2.47,-2.74,-2.81,-2.91,-2.91,-2.82,-2.69,-2.39,-2.06,-1.79,16.26
2023-07-09,2023,7,9,12.11,8.85,3.81,-0.05,-0.99,-1.81,-2.33,-2.42,-2.69,-2.76,-2.86,-2.87,-2.81,-2.68,-2.36,-2.04,-1.79,13.71
2023-07-10,2023,7,10,11.03,8.36,3.89,0.05,-0.96,-1.85,-2.42,-2.4,-2.66,-2.75,-2.84,-2.86,-2.77,-2.64,-2.36,-2.04,-1.77,14.63
2023-07-11,2023,7,11,11.12,8.01,3.89,0.18,-0.92,-1.69,-2.3,-2.34,-2.62,-2.69,-2.85,-2.81,-2.75,-2.6,-2.32,-2.04,-1.75,16.25
2023-07-12,2023,7,12,11.29,7.94,3.9,0.35,-0.85,-1.72,-2.15,-2.29,-2.6,-2.67,-2.81,-2.79,-2.74,-2.55,-2.3,-2.0,-1.73,15.01
2023-07-13,2023,7,13,10.39,7.85,3.98,0.52,-0.82,-1.72,-2.19,-2.27,-2.55,-2.63,-2.7,-2.74,-2.69,-2.55,-2.29,-1.98,-1.75,12.05
2023-07-14,2023,7,14,10.61,7.64,3.97,0.67,-0.78,-1.61,-2.26,-2.24,-2.52,-2.6,-2.71,-2.74,-2.68,-2.55,-2.27,-1.98,-1.73,14.67
2023-07-15,2023,7,15,11.87,7.69,3.97,0.82,-0.73,-1.58,-2.21,-2.22,-2.49,-2.56,-2.64,-2.69,-2.64,-2.52,-2.23,-1.97,-1.71,17.77
2023-07-16,2023,7,16,12.7,8.12,4.06,0.96,-0.67,-1.52,-2.14,-2.18,-2.47,-2.53,-2.62,-2.67,-2.62,-2.5,-2.23,-1.94,-1.69,18.2
2023-07-17,2023,7,17,14.19,8.63,4.27,1.12,-0.63,-1.5,-2.0,-2.14,-2.42,-2.5,-2.59,-2.63,-2.59,-2.44,-2.2,-1.92,-1.68,20.2
2023-07-18,2023,7,18,14.34,9.15,4.56,1.32,-0.59,-1.46,-1.93,-2.12,-2.39,-2.47,-2.56,-2.6,-2.57,-2.41,-2.19,-1.91,-1.68,20.4
2023-07-19,2023,7,19,15.86,9.66,4.85,1.54,-0.51,-1.39,-1.98,-2.05,-2.36,-2.43,-2.56,-2.56,-2.54,-2.41,-2.17,-1.91,-1.67,23.52
2023-07-20,2023,7,20,17.45,10.46,5.19,1.79,-0.46,-1.35,-1.91,-2.02,-2.31,-2.39,-2.51,-2.55,-2.51,-2.36,-2.16,-1.89,-1.65,23.17
2023-07-21,2023,7,21,17.41,11.18,5.67,2.05,-0.39,-1.31,-1.85,-2.01,-2.29,-2.37,-2.48,-2.51,-2.5,-2.34,-2.11,-1.87,-1.64,22.04
2023-07-22,2023,7,22,17.37,11.58,6.16,2.35,-0.31,-1.28,-1.86,-1.95,-2.25,-2.32,-2.44,-2.49,-2.47,-2.34,-2.11,-1.84,-1.63,20.43
2023-07-23,2023,7,23,16.53,11.76,6.49,2.65,-0.24,-1.22,-1.81,-1.92,-2.21,-2.31,-2.41,-2.47,-2.44,-2.32,-2.11,-1.85,-1.62,19.88
2023-07-24,2023,7,24,16.37,11.7,6.74,2.93,-0.13,-1.16,-1.82,-1.88,-2.18,-2.25,-2.38,-2.43,-2.43,-2.31,-2.08,-1.85,-1.6,21.66
2023-07-25,2023,7,25,16.9,11.81,6.92,3.19,-0.02,-1.13,-1.74,-1.86,-2.16,-2.25,-2.34,-2.42,-2.39,-2.26,-2.04,-1.8,-1.59,20.47
2023-07-26,2023,7,26,16.91,12.02,7.12,3.41,0.1,-1.08,-1.74,-1.82,-2.13,-2.21,-2.31,-2.36,-2.37,-2.25,-2.04,-1.79,-1.6,19.43
2023-07-27,2023,7,27,16.69,12.08,7.32,3.6,0.29,-1.02,-1.67,-1.77,-2.1,-2.17,-2.29,-2.36,-2.33,-2.22,-2.04,-1.78,-1.56,19.89
2023-07-28,2023,7,28,16.68,12.14,7.48,3.81,0.48,-0.98,-1.66,-1.75,-2.04,-2.13,-2.25,-2.31,-2.3,-2.22,-2.0,-1.77,-1.57,20.22
2023-07-29,2023,7,29,16.77,12.28,7.62,3.99,0.66,-0.92,-1.54,-1.7,-2.03,-2.12,-2.25,-2.3,-2.3,-2.2,-1.98,-1.72,-1.55,20.47
2023-07-30,2023,7,30,16.27,12.29,7.76,4.16,0.82,-0.87,-1.5,-1.68,-1.98,-2.07,-2.19,-2.27,-2.27,-2.17,-1.98,-1.73,-1.55,20.02
2023-07-31,2023,7,31,16.24,12.29,7.88,4.31,0.99,-0.8,-1.5,-1.64,-1.97,-2.06,-2.18,-2.24,-2.25,-2.14,-1.97,-1.72,-1.53,18.68
2023-08-01,2023,8,1,15.85,12.24,7.99,4.47,1.15,-0.79,-1.45,-1.62,-1.94,-2.02,-2.12,-2.22,-2.22,-2.14,-1.93,-1.72,-1.52,17.66
2023-08-02,2023,8,2,17.29,12.2,8.03,4.61,1.3,-0.74,-1.38,-1.57,-1.91,-1.99,-2.13,-2.17,-2.18,-2.11,-1.92,-1.69,-1.49,21.93
2023-08-03,2023,8,3,18.46,12.71,8.14,4.73,1.44,-0.68,-1.36,-1.53,-1.87,-1.95,-2.06,-2.17,-2.18,-2.07,-1.9,-1.66,-1.49,21.94
2023-08-04,2023,8,4,19.15,13.18,8.36,4.88,1.6,-0.63,-1.33,-1.49,-1.85,-1.93,-2.04,-2.14,-2.15,-2.06,-1.88,-1.66,-1.49,23.32
2023-08-05,2023,8,5,19.39,13.67,8.64,5.04,1.73,-0.59,-1.3,-1.45,-1.82,-1.9,-2.01,-2.11,-2.13,-2.04,-1.85,-1.66,-1.48,23.23
2023-08-06,2023,8,6,19.17,13.99,8.91,5.24,1.86,-0.57,-1.25,-1.43,-1.78,-1.86,-2.02,-2.09,-2.12,-2.03,-1.85,-1.65,-1.45,24.04
2023-08-07,2023,8,7,19.16,14.15,9.19,5.45,2.01,-0.49,-1.21,-1.38,-1.74,-1.83,-1.98,-2.05,-2.09,-2.0,-1.82,-1.62,-1.45,23.68
2023-08-08,2023,8,8,18.05,14.28,9.39,5.63,2.13,-0.47,-1.16,-1.36,-1.64,-1.8,-1.95,-2.05,-2.06,-2.0,-1.81,-1.62,-1.43,18.86
2023-08-09,2023,8,9,15.56,13.81,9.52,5.85,2.38,-0.44,-1.1,-1.31,-1.63,-1.76,-1.93,-2.0,-2.05,-1.95,-1.81,-1.59,-1.43,16.26
2023-08-10,2023,8,10,15.0,13.12,9.49,6.02,2.54,-0.4,-1.06,-1.28,-1.58,-1.74,-1.91,-1.99,-2.02,-1.93,-1.79,-1.6,-1.42,15.58
2023-08-11,2023,8,11,13.45,12.58,9.36,6.13,2.71,-0.35,-1.14,-1.24,-1.48,-1.72,-1.85,-1.95,-1.99,-1.92,-1.79,-1.6,-1.43,12.5
2023-08-12,2023,8,12,12.7,11.84,9.15,6.16,2.88,-0.31,-1.05,-1.19,-1.49,-1.68,-1.86,-1.92,-1.95,-1.91,-1.74,-1.54,-1.39,14.12
2023-08-13,2023,8,13,13.21,11.42,8.91,6.16,2.99,-0.26,-1.02,-1.16,-1.45,-1.64,-1.84,-1.91,-1.94,-1.88,-1.73,-1.54,-1.38,17.53
2023-08-14,2023,8,14,15.18,11.46,8.7,6.1,3.1,-0.27,-0.94,-1.12,-1.49,-1.61,-1.76,-1.87,-1.94,-1.87,-1.73,-1.54,-1.37,19.11
2023-08-15,2023,8,15,15.47,11.88,8.67,6.05,3.18,-0.21,-0.86,-1.09,-1.49,-1.6,-1.73,-1.86,-1.91,-1.85,-1.69,-1.52,-1.37,19.17
2023-08-16,2023,8,16,13.93,11.98,8.75,6.04,3.21,-0.16,-0.87,-1.05,-1.44,-1.55,-1.69,-1.85,-1.87,-1.83,-1.7,-1.5,-1.37,15.4
2023-08-17,2023,8,17,14.5,11.69,8.76,6.08,3.29,-0.05,-0.84,-1.02,-1.37,-1.53,-1.68,-1.8,-1.87,-1.81,-1.67,-1.49,-1.37,18.07
2023-08-18,2023,8,18,15.17,11.81,8.72,6.09,3.36,-0.01,-0.76,-1.0,-1.43,-1.49,-1.61,-1.8,-1.86,-1.81,-1.66,-1.48,-1.33,18.49
2023-08-19,2023,8,19,14.66,12.0,8.77,6.14,3.43,0.25,-0.72,-0.94,-1.39,-1.49,-1.64,-1.76,-1.81,-1.78,-1.65,-1.47,-1.35,15.06
2023-08-20,2023,8,20,12.97,11.73,8.8,6.17,3.47,0.3,-0.71,-0.93,-1.33,-1.43,-1.59,-1.73,-1.8,-1.75,-1.64,-1.47,-1.3,13.38
2023-08-21,2023,8,21,12.31,11.23,8.73,6.22,3.53,0.48,-0.65,-0.88,-1.3,-1.42,-1.6,-1.71,-1.79,-1.74,-1.61,-1.43,-1.32,13.15
2023-08-22,2023,8,22,12.03,10.93,8.59,6.22,3.58,0.5,-0.61,-0.84,-1.27,-1.39,-1.56,-1.68,-1.76,-1.72,-1.6,-1.43,-1.3,12.51
2023-08-23,2023,8,23,10.87,10.5,8.43,6.17,3.63,0.62,-0.56,-0.81,-1.31,-1.36,-1.55,-1.67,-1.74,-1.7,-1.59,-1.42,-1.3,12.35
2023-08-24,2023,8,24,10.62,10.09,8.25,6.13,3.65,0.68,-0.58,-0.8,-1.25,-1.33,-1.52,-1.67,-1.71,-1.69,-1.59,-1.41,-1.29,11.63
2023-08-25,2023,8,25,10.67,9.79,8.05,6.04,3.65,0.71,-0.5,-0.75,-1.23,-1.31,-1.48,-1.61,-1.69,-1.67,-1.55,-1.41,-1.28,12.49
2023-08-26,2023,8,26,10.66,9.63,7.88,5.96,3.6,0.75,-0.5,-0.74,-1.16,-1.27,-1.47,-1.61,-1.69,-1.66,-1.51,-1.39,-1.27,11.99
2023-08-27,2023,8,27,9.99,9.44,7.73,5.85,3.6,0.77,-0.49,-0.71,-1.11,-1.24,-1.44,-1.56,-1.65,-1.61,-1.55,-1.36,-1.25,10.72
2023-08-28,2023,8,28,9.16,9.1,7.59,5.79,3.56,0.81,-0.43,-0.68,-1.08,-1.23,-1.42,-1.55,-1.62,-1.62,-1.49,-1.36,-1.24,11.03
2023-08-29,2023,8,29,9.57,8.86,7.41,5.68,3.5,0.81,-0.45,-0.68,-0.97,-1.19,-1.39,-1.54,-1.61,-1.59,-1.49,-1.35,-1.24,11.43
2023-08-30,2023,8,30,10.3,8.88,7.25,5.58,3.43,0.84,-0.45,-0.64,-0.92,-1.18,-1.38,-1.51,-1.6,-1.57,-1.48,-1.35,-1.23,12.33
2023-08-31,2023,8,31,11.07,9.06,7.2,5.5,3.36,0.85,-0.42,-0.62,-0.86,-1.16,-1.34,-1.48,-1.56,-1.56,-1.48,-1.33,-1.23,12.99
2023-09-01,2023,9,1,10.06,9.02,7.19,5.42,3.34,0.85,-0.45,-0.63,-0.87,-1.13,-1.31,-1.48,-1.59,-1.55,-1.47,-1.3,-1.19,10.72
2023-09-02,2023,9,2,9.7,8.94,7.14,5.37,3.32,0.85,-0.39,-0.6,-0.96,-1.11,-1.29,-1.45,-1.52,-1.54,-1.44,-1.31,-1.19,10.89
2023-09-03,2023,9,3,10.32,8.85,7.1,5.33,3.3,0.88,-0.32,-0.61,-0.93,-1.11,-1.29,-1.42,-1.51,-1.5,-1.42,-1.28,-1.19,11.69
2023-09-04,2023,9,4,9.47,8.81,7.0,5.29,3.25,0.88,-0.34,-0.55,-0.9,-1.07,-1.25,-1.42,-1.51,-1.5,-1.41,-1.29,-1.18,10.36
2023-09-05,2023,9,5,8.81,8.52,6.89,5.25,3.22,0.89,-0.32,-0.54,-0.88,-1.04,-1.2,-1.39,-1.54,-1.49,-1.4,-1.28,-1.17,10.93
2023-09-06,2023,9,6,9.33,8.29,6.84,5.18,3.19,0.92,-0.32,-0.56,-0.87,-1.04,-1.2,-1.36,-1.5,-1.48,-1.4,-1.28,-1.18,12.33
2023-09-07,2023,9,7,10.27,8.38,6.71,5.12,3.18,0.91,-0.33,-0.53,-0.86,-1.04,-1.19,-1.36,-1.52,-1.47,-1.38,-1.27,-1.16,13.31
2023-09-08,2023,9,8,9.93,8.57,6.7,5.08,3.11,0.94,-0.33,-0.52,-0.82,-0.99,-1.18,-1.35,-1.44,-1.44,-1.37,-1.24,-1.15,12.98
2023-09-09,2023,9,9,10.24,8.61,6.73,5.02,3.09,0.95,-0.21,-0.47,-0.82,-0.98,-1.15,-1.29,-1.51,-1.43,-1.35,-1.23,-1.11,12.12
2023-09-10,2023,9,10,9.32,8.57,6.71,5.02,3.0,0.93,-0.22,-0.49,-0.78,-0.98,-1.13,-1.29,-1.43,-1.45,-1.34,-1.22,-1.11,11.25
